2022-Dec-24 00:33:55.525685, CUSIP: 91282CFX4, Side: bid, Order ID: 0, Order type: MARKET, Price: 99-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.825163, CUSIP: 912810TL2, Side: bid, Order ID: 10222, Order type: MARKET, Price: 100-051, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.835173, CUSIP: 912810TL2, Side: offer, Order ID: 10223, Order type: MARKET, Price: 100-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.845112, CUSIP: 912810TL2, Side: bid, Order ID: 10224, Order type: MARKET, Price: 100-065, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.855087, CUSIP: 912810TL2, Side: offer, Order ID: 10225, Order type: MARKET, Price: 100-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.867053, CUSIP: 912810TL2, Side: bid, Order ID: 10226, Order type: MARKET, Price: 100-081, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.879018, CUSIP: 912810TL2, Side: offer, Order ID: 10227, Order type: MARKET, Price: 100-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.888994, CUSIP: 912810TL2, Side: bid, Order ID: 10228, Order type: MARKET, Price: 100-095, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.898998, CUSIP: 912810TL2, Side: offer, Order ID: 10229, Order type: MARKET, Price: 100-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.908942, CUSIP: 912810TL2, Side: bid, Order ID: 10230, Order type: MARKET, Price: 100-111, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.919911, CUSIP: 912810TL2, Side: offer, Order ID: 10231, Order type: MARKET, Price: 100-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.930918, CUSIP: 912810TL2, Side: bid, Order ID: 10232, Order type: MARKET, Price: 100-125, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.940889, CUSIP: 912810TL2, Side: offer, Order ID: 10233, Order type: MARKET, Price: 100-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.950826, CUSIP: 912810TL2, Side: bid, Order ID: 10234, Order type: MARKET, Price: 100-141, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.960801, CUSIP: 912810TL2, Side: offer, Order ID: 10235, Order type: MARKET, Price: 100-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.970807, CUSIP: 912810TL2, Side: bid, Order ID: 10236, Order type: MARKET, Price: 100-155, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.980751, CUSIP: 912810TL2, Side: offer, Order ID: 10237, Order type: MARKET, Price: 100-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:45.990759, CUSIP: 912810TL2, Side: bid, Order ID: 10238, Order type: MARKET, Price: 100-171, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.000729, CUSIP: 912810TL2, Side: offer, Order ID: 10239, Order type: MARKET, Price: 100-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.009669, CUSIP: 912810TL2, Side: bid, Order ID: 10240, Order type: MARKET, Price: 100-185, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.020644, CUSIP: 912810TL2, Side: offer, Order ID: 10241, Order type: MARKET, Price: 100-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.030615, CUSIP: 912810TL2, Side: bid, Order ID: 10242, Order type: MARKET, Price: 100-201, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.040620, CUSIP: 912810TL2, Side: offer, Order ID: 10243, Order type: MARKET, Price: 100-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.050560, CUSIP: 912810TL2, Side: bid, Order ID: 10244, Order type: MARKET, Price: 100-215, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.059539, CUSIP: 912810TL2, Side: offer, Order ID: 10245, Order type: MARKET, Price: 100-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.069542, CUSIP: 912810TL2, Side: bid, Order ID: 10246, Order type: MARKET, Price: 100-231, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.079484, CUSIP: 912810TL2, Side: offer, Order ID: 10247, Order type: MARKET, Price: 100-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.089490, CUSIP: 912810TL2, Side: bid, Order ID: 10248, Order type: MARKET, Price: 100-245, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.098436, CUSIP: 912810TL2, Side: offer, Order ID: 10249, Order type: MARKET, Price: 100-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.109404, CUSIP: 912810TL2, Side: bid, Order ID: 10250, Order type: MARKET, Price: 100-261, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.120410, CUSIP: 912810TL2, Side: offer, Order ID: 10251, Order type: MARKET, Price: 100-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.130347, CUSIP: 912810TL2, Side: bid, Order ID: 10252, Order type: MARKET, Price: 100-275, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.140364, CUSIP: 912810TL2, Side: offer, Order ID: 10253, Order type: MARKET, Price: 100-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.149296, CUSIP: 912810TL2, Side: bid, Order ID: 10254, Order type: MARKET, Price: 100-291, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.171420, CUSIP: 912810TL2, Side: offer, Order ID: 10255, Order type: MARKET, Price: 100-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.181394, CUSIP: 912810TL2, Side: bid, Order ID: 10256, Order type: MARKET, Price: 100-305, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.195398, CUSIP: 912810TL2, Side: offer, Order ID: 10257, Order type: MARKET, Price: 100-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.205329, CUSIP: 912810TL2, Side: bid, Order ID: 10258, Order type: MARKET, Price: 101-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.215339, CUSIP: 912810TL2, Side: offer, Order ID: 10259, Order type: MARKET, Price: 100-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.227312, CUSIP: 912810TL2, Side: bid, Order ID: 10260, Order type: MARKET, Price: 100-305, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.241235, CUSIP: 912810TL2, Side: offer, Order ID: 10261, Order type: MARKET, Price: 100-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.260185, CUSIP: 912810TL2, Side: bid, Order ID: 10262, Order type: MARKET, Price: 100-291, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.273153, CUSIP: 912810TL2, Side: offer, Order ID: 10263, Order type: MARKET, Price: 100-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.284148, CUSIP: 912810TL2, Side: bid, Order ID: 10264, Order type: MARKET, Price: 100-275, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.295090, CUSIP: 912810TL2, Side: offer, Order ID: 10265, Order type: MARKET, Price: 100-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.306063, CUSIP: 912810TL2, Side: bid, Order ID: 10266, Order type: MARKET, Price: 100-261, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.317060, CUSIP: 912810TL2, Side: offer, Order ID: 10267, Order type: MARKET, Price: 100-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.327007, CUSIP: 912810TL2, Side: bid, Order ID: 10268, Order type: MARKET, Price: 100-245, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.336980, CUSIP: 912810TL2, Side: offer, Order ID: 10269, Order type: MARKET, Price: 100-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.347949, CUSIP: 912810TL2, Side: bid, Order ID: 10270, Order type: MARKET, Price: 100-231, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.357925, CUSIP: 912810TL2, Side: offer, Order ID: 10271, Order type: MARKET, Price: 100-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.367895, CUSIP: 912810TL2, Side: bid, Order ID: 10272, Order type: MARKET, Price: 100-215, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.377872, CUSIP: 912810TL2, Side: offer, Order ID: 10273, Order type: MARKET, Price: 100-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.388842, CUSIP: 912810TL2, Side: bid, Order ID: 10274, Order type: MARKET, Price: 100-201, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.398814, CUSIP: 912810TL2, Side: offer, Order ID: 10275, Order type: MARKET, Price: 100-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.408788, CUSIP: 912810TL2, Side: bid, Order ID: 10276, Order type: MARKET, Price: 100-185, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.418761, CUSIP: 912810TL2, Side: offer, Order ID: 10277, Order type: MARKET, Price: 100-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.428733, CUSIP: 912810TL2, Side: bid, Order ID: 10278, Order type: MARKET, Price: 100-171, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.439703, CUSIP: 912810TL2, Side: offer, Order ID: 10279, Order type: MARKET, Price: 100-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.448721, CUSIP: 912810TL2, Side: bid, Order ID: 10280, Order type: MARKET, Price: 100-155, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.458697, CUSIP: 912810TL2, Side: offer, Order ID: 10281, Order type: MARKET, Price: 100-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.467632, CUSIP: 912810TL2, Side: bid, Order ID: 10282, Order type: MARKET, Price: 100-141, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.477643, CUSIP: 912810TL2, Side: offer, Order ID: 10283, Order type: MARKET, Price: 100-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.487612, CUSIP: 912810TL2, Side: bid, Order ID: 10284, Order type: MARKET, Price: 100-125, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.497595, CUSIP: 912810TL2, Side: offer, Order ID: 10285, Order type: MARKET, Price: 100-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.506524, CUSIP: 912810TL2, Side: bid, Order ID: 10286, Order type: MARKET, Price: 100-111, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.518495, CUSIP: 912810TL2, Side: offer, Order ID: 10287, Order type: MARKET, Price: 100-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.530463, CUSIP: 912810TL2, Side: bid, Order ID: 10288, Order type: MARKET, Price: 100-095, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.540474, CUSIP: 912810TL2, Side: offer, Order ID: 10289, Order type: MARKET, Price: 100-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.550408, CUSIP: 912810TL2, Side: bid, Order ID: 10290, Order type: MARKET, Price: 100-081, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.559384, CUSIP: 912810TL2, Side: offer, Order ID: 10291, Order type: MARKET, Price: 100-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.569402, CUSIP: 912810TL2, Side: bid, Order ID: 10292, Order type: MARKET, Price: 100-065, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.579330, CUSIP: 912810TL2, Side: offer, Order ID: 10293, Order type: MARKET, Price: 100-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.588306, CUSIP: 912810TL2, Side: bid, Order ID: 10294, Order type: MARKET, Price: 100-051, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.598281, CUSIP: 912810TL2, Side: offer, Order ID: 10295, Order type: MARKET, Price: 100-041, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.608255, CUSIP: 912810TL2, Side: bid, Order ID: 10296, Order type: MARKET, Price: 100-035, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.618226, CUSIP: 912810TL2, Side: offer, Order ID: 10297, Order type: MARKET, Price: 100-025, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.628202, CUSIP: 912810TL2, Side: bid, Order ID: 10298, Order type: MARKET, Price: 100-021, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.637215, CUSIP: 912810TL2, Side: offer, Order ID: 10299, Order type: MARKET, Price: 100-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.646151, CUSIP: 912810TL2, Side: bid, Order ID: 10300, Order type: MARKET, Price: 100-005, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.656174, CUSIP: 912810TL2, Side: offer, Order ID: 10301, Order type: MARKET, Price: 99-315, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.665102, CUSIP: 912810TL2, Side: bid, Order ID: 10302, Order type: MARKET, Price: 99-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.675114, CUSIP: 912810TL2, Side: offer, Order ID: 10303, Order type: MARKET, Price: 99-301, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.685047, CUSIP: 912810TL2, Side: bid, Order ID: 10304, Order type: MARKET, Price: 99-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.695020, CUSIP: 912810TL2, Side: offer, Order ID: 10305, Order type: MARKET, Price: 99-285, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.704993, CUSIP: 912810TL2, Side: bid, Order ID: 10306, Order type: MARKET, Price: 99-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.715008, CUSIP: 912810TL2, Side: offer, Order ID: 10307, Order type: MARKET, Price: 99-271, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.723943, CUSIP: 912810TL2, Side: bid, Order ID: 10308, Order type: MARKET, Price: 99-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.733918, CUSIP: 912810TL2, Side: offer, Order ID: 10309, Order type: MARKET, Price: 99-255, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.743933, CUSIP: 912810TL2, Side: bid, Order ID: 10310, Order type: MARKET, Price: 99-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.753866, CUSIP: 912810TL2, Side: offer, Order ID: 10311, Order type: MARKET, Price: 99-241, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.763838, CUSIP: 912810TL2, Side: bid, Order ID: 10312, Order type: MARKET, Price: 99-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.773853, CUSIP: 912810TL2, Side: offer, Order ID: 10313, Order type: MARKET, Price: 99-225, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.783784, CUSIP: 912810TL2, Side: bid, Order ID: 10314, Order type: MARKET, Price: 99-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.793761, CUSIP: 912810TL2, Side: offer, Order ID: 10315, Order type: MARKET, Price: 99-211, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.804731, CUSIP: 912810TL2, Side: bid, Order ID: 10316, Order type: MARKET, Price: 99-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.815698, CUSIP: 912810TL2, Side: offer, Order ID: 10317, Order type: MARKET, Price: 99-195, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.830657, CUSIP: 912810TL2, Side: bid, Order ID: 10318, Order type: MARKET, Price: 99-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.840668, CUSIP: 912810TL2, Side: offer, Order ID: 10319, Order type: MARKET, Price: 99-181, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.850604, CUSIP: 912810TL2, Side: bid, Order ID: 10320, Order type: MARKET, Price: 99-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.860620, CUSIP: 912810TL2, Side: offer, Order ID: 10321, Order type: MARKET, Price: 99-165, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.870555, CUSIP: 912810TL2, Side: bid, Order ID: 10322, Order type: MARKET, Price: 99-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.880525, CUSIP: 912810TL2, Side: offer, Order ID: 10323, Order type: MARKET, Price: 99-151, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.895109, CUSIP: 912810TL2, Side: bid, Order ID: 10324, Order type: MARKET, Price: 99-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.905093, CUSIP: 912810TL2, Side: offer, Order ID: 10325, Order type: MARKET, Price: 99-135, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.915069, CUSIP: 912810TL2, Side: bid, Order ID: 10326, Order type: MARKET, Price: 99-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.926039, CUSIP: 912810TL2, Side: offer, Order ID: 10327, Order type: MARKET, Price: 99-121, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.936012, CUSIP: 912810TL2, Side: bid, Order ID: 10328, Order type: MARKET, Price: 99-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.946982, CUSIP: 912810TL2, Side: offer, Order ID: 10329, Order type: MARKET, Price: 99-105, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.956959, CUSIP: 912810TL2, Side: bid, Order ID: 10330, Order type: MARKET, Price: 99-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.966973, CUSIP: 912810TL2, Side: offer, Order ID: 10331, Order type: MARKET, Price: 99-091, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.976903, CUSIP: 912810TL2, Side: bid, Order ID: 10332, Order type: MARKET, Price: 99-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.986877, CUSIP: 912810TL2, Side: offer, Order ID: 10333, Order type: MARKET, Price: 99-075, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:46.996891, CUSIP: 912810TL2, Side: bid, Order ID: 10334, Order type: MARKET, Price: 99-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.006822, CUSIP: 912810TL2, Side: offer, Order ID: 10335, Order type: MARKET, Price: 99-061, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.015798, CUSIP: 912810TL2, Side: bid, Order ID: 10336, Order type: MARKET, Price: 99-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.027767, CUSIP: 912810TL2, Side: offer, Order ID: 10337, Order type: MARKET, Price: 99-045, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.037783, CUSIP: 912810TL2, Side: bid, Order ID: 10338, Order type: MARKET, Price: 99-041, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.047753, CUSIP: 912810TL2, Side: offer, Order ID: 10339, Order type: MARKET, Price: 99-031, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.057687, CUSIP: 912810TL2, Side: bid, Order ID: 10340, Order type: MARKET, Price: 99-025, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.067702, CUSIP: 912810TL2, Side: offer, Order ID: 10341, Order type: MARKET, Price: 99-015, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.077666, CUSIP: 912810TL2, Side: bid, Order ID: 10342, Order type: MARKET, Price: 99-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.087608, CUSIP: 912810TL2, Side: offer, Order ID: 10343, Order type: MARKET, Price: 99-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.097581, CUSIP: 912810TL2, Side: bid, Order ID: 10344, Order type: MARKET, Price: 99-005, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:47.109566, CUSIP: 912810TL2, Side: offer, Order ID: 10345, Order type: MARKET, Price: 99-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
